"112年07月21日 每5秒指數統計"
"時間","發行量加權股價指數","未含金融保險股指數","未含電子股指數","未含金融電子股指數","水泥類指數","食品類指數","塑膠類指數","紡織纖維類指數","電機機械類指數","電器電纜類指數","化學生技醫療類指數","化學類指數","生技醫療類指數","玻璃陶瓷類指數","造紙類指數","鋼鐵類指數","橡膠類指數","汽車類指數","電子類指數","半導體類指數","電腦及週邊設備類指數","光電類指數","通信網路類指數","電子零組件類指數","電子通路類指數","資訊服務類指數","其他電子類指數","建材營造類指數","航運類指數","觀光餐旅類指數","金融保險類指數","貿易百貨類指數","油電燃氣類指數","綠能環保類指數","數位雲端類指數","運動休閒類指數","居家生活類指數","其他類指數",
"10:40:15","17,007.23","14,725.60","18,402.35","15,158.72","163.15","2,105.95","228.54","599.04","322.99","107.76","130.27","153.71","75.32","50.25","376.00","143.96","244.15","420.50","829.43","374.91","244.42","37.35","137.81","195.31","186.76","177.99","105.79","374.63","145.37","143.46","1,669.64","290.10","106.62","93.81","92.74","99.00","94.92","379.84",
"10:40:20","17,010.05","14,728.36","18,403.55","15,160.15","163.15","2,105.95","228.54","599.04","322.89","107.78","130.29","153.71","75.34","50.25","376.18","143.96","244.29","420.47","829.62","374.91","244.47","37.35","137.82","195.29","186.76","178.24","106.10","374.63","145.48","143.46","1,669.64","290.10","106.62","93.81","92.74","99.00","94.92","379.90",
"10:40:25","17,010.21","14,729.00","18,401.85","15,159.84","163.15","2,105.95","228.54","598.96","322.90","107.78","130.29","153.72","75.33","50.25","376.00","143.96","244.29","420.44","829.68","374.91","244.60","37.35","137.82","195.30","186.76","178.24","106.10","374.64","145.48","143.46","1,669.22","290.10","106.62","93.81","92.74","99.00","94.92","379.90",
"10:40:30","17,008.11","14,726.80","18,402.59","15,160.17","163.15","2,105.95","228.54","598.96","322.90","107.78","130.29","153.73","75.33","50.25","375.88","143.95","244.31","420.44","829.50","374.90","244.58","37.35","137.82","195.31","186.76","178.24","105.78","374.62","145.54","143.50","1,669.36","290.10","106.62","93.81","92.74","99.00","94.92","379.84",
"10:40:35","17,007.29","14,725.60","18,403.78","15,160.23","163.09","2,104.51","228.54","599.08","322.98","107.77","130.29","153.73","75.33","50.25","375.88","143.95","244.31","420.55","829.40","374.91","244.58","37.35","137.57","195.29","186.76","178.24","105.78","374.61","145.50","143.51","1,669.69","290.10","106.62","93.81","92.74","99.07","94.92","379.84",
"10:40:40","17,007.02","14,725.65","18,404.07","15,161.67","163.22","2,104.74","228.54","599.08","323.13","107.77","130.29","153.73","75.33","50.25","376.06","143.96","244.31","420.51","829.37","374.90","244.59","37.33","137.57","195.28","186.62","178.26","105.78","374.61","145.53","143.51","1,669.42","290.10","106.62","93.81","92.74","99.07","94.92","379.85",
"10:40:45","16,999.96","14,718.80","18,403.42","15,161.12","163.22","2,106.14","228.55","599.08","322.98","107.77","130.29","153.73","75.33","50.25","376.06","143.96","244.31","420.43","828.84","374.42","244.63","37.33","137.83","195.28","186.62","178.26","105.77","374.61","145.47","143.51","1,669.37","290.10","106.62","93.81","92.74","99.07","94.92","379.90",
"10:40:50","17,003.32","14,721.88","18,403.45","15,160.39","163.22","2,106.18","228.55","599.07","322.91","107.77","130.29","153.73","75.33","50.25","376.06","143.96","244.31","420.42","829.10","374.40","244.79","37.33","137.83","195.37","186.62","178.23","106.09","374.61","145.50","143.51","1,669.56","290.10","106.62","93.89","92.74","98.94","94.92","379.90",
"10:40:55","17,004.85","14,722.96","18,405.40","15,161.24","163.28","2,104.36","228.55","599.19","322.99","107.85","130.27","153.67","75.33","50.25","376.12","143.95","244.31","420.42","829.17","374.44","244.82","37.33","137.83","195.39","186.63","177.99","106.09","374.64","145.50","143.51","1,669.91","290.17","106.62","93.81","92.74","99.08","94.92","379.90",
"10:41:00","17,013.86","14,731.82","18,405.65","15,161.68","163.28","2,105.69","228.55","599.19","322.83","107.87","130.25","153.67","75.32","50.25","376.12","143.95","244.29","420.42","829.86","374.93","244.93","37.33","137.81","195.40","186.63","177.91","106.09","374.64","145.50","143.56","1,669.88","290.17","106.62","93.81","92.74","99.11","94.92","379.96",
"10:41:05","17,014.06","14,732.03","18,406.77","15,163.10","163.22","2,105.69","228.66","599.19","323.08","107.87","130.25","153.66","75.32","50.25","376.30","143.95","244.29","420.37","829.84","374.92","244.92","37.33","137.81","195.37","186.77","178.13","106.09","374.64","145.50","143.54","1,669.86","290.15","106.62","93.81","92.74","99.11","94.92","379.96",
"10:41:10","17,012.58","14,730.85","18,404.67","15,161.53","163.22","2,105.75","228.65","599.19","322.96","107.85","130.27","153.70","75.32","50.25","376.36","143.95","244.29","420.39","829.79","374.92","244.75","37.35","137.81","195.37","186.78","178.13","106.10","374.64","145.49","143.56","1,669.63","290.15","106.51","93.81","92.74","99.11","94.92","379.91",
"10:41:15","17,011.86","14,730.56","18,401.46","15,159.19","163.09","2,104.26","228.55","599.19","322.94","107.85","130.28","153.71","75.32","50.25","376.36","143.95","244.29","420.39","829.81","374.94","244.74","37.33","137.88","195.38","186.78","177.89","106.10","374.63","145.50","143.49","1,669.27","290.15","106.51","93.81","92.74","99.04","94.92","379.92",
"10:41:20","17,003.20","14,722.09","18,401.78","15,159.57","163.15","2,104.26","228.55","599.19","322.98","107.85","130.29","153.71","75.34","50.24","376.36","143.95","244.29","420.45","829.14","374.45","244.88","37.34","137.56","195.40","186.78","177.89","106.10","374.63","145.48","143.49","1,669.27","290.15","106.51","93.81","92.74","99.04","94.92","379.93",
"10:41:25","17,012.36","14,730.55","18,402.26","15,158.36","163.15","2,104.00","228.55","599.19","322.90","107.85","130.31","153.72","75.35","50.24","376.41","143.94","244.29","420.45","829.83","374.98","244.86","37.35","137.56","195.42","186.59","177.89","106.11","374.65","145.41","143.46","1,669.70","290.15","106.51","93.71","92.74","99.04","94.92","379.93",
"10:41:30","17,004.21","14,722.58","18,403.90","15,160.32","163.09","2,105.67","228.55","599.19","322.99","107.87","130.32","153.72","75.37","50.24","376.41","143.94","244.29","420.48","829.16","374.48","244.87","37.34","137.86","195.51","186.59","177.89","105.80","374.65","145.44","143.46","1,669.70","290.47","106.51","93.71","92.74","99.04","94.92","379.93",
"10:41:35","17,013.64","14,732.14","18,403.23","15,160.71","163.22","2,105.82","228.55","599.19","322.84","107.85","130.32","153.72","75.37","50.24","376.41","143.94","244.29","420.51","829.91","374.99","244.97","37.38","137.96","195.44","186.56","177.91","105.80","374.65","145.47","143.54","1,669.41","290.47","106.51","93.71","92.74","99.04","94.92","379.93",
"10:41:40","17,008.01","14,725.45","18,408.32","15,162.56","163.28","2,106.11","228.64","599.07","322.84","107.84","130.32","153.73","75.37","50.24","376.41","143.94","244.29","420.48","829.34","374.50","244.94","37.38","137.97","195.62","186.55","177.91","105.80","374.65","145.57","143.54","1,670.44","290.47","106.51","93.71","92.74","99.04","94.92","379.93",
"10:41:45","17,017.60","14,734.77","18,407.60","15,161.50","163.09","2,106.11","228.64","599.24","322.83","107.84","130.32","153.73","75.37","50.35","376.23","143.94","244.29","420.43","830.10","375.01","244.82","37.38","137.95","195.59","186.55","177.91","106.12","374.65","145.46","143.54","1,670.49","290.47","106.51","93.71","92.74","99.09","94.92","379.99",
"10:41:50","17,009.54","14,727.71","18,406.30","15,162.88","163.09","2,106.15","228.64","599.15","322.83","107.84","130.34","153.73","75.38","50.35","376.36","143.96","244.29","420.43","829.51","374.51","244.93","37.38","137.98","195.58","186.54","177.91","106.12","374.65","145.58","143.59","1,669.78","290.46","106.51","93.71","92.74","99.09","94.92","379.99",
"10:41:55","17,014.61","14,732.62","18,405.92","15,162.25","163.09","2,104.71","228.55","599.15","322.67","107.84","130.35","153.79","75.37","50.35","376.36","143.94","244.29","420.38","829.91","375.00","244.80","37.40","137.93","195.58","186.54","177.87","105.81","374.62","145.61","143.57","1,669.82","290.46","106.63","93.67","92.74","99.09","94.92","380.00",
"10:42:00","17,006.16","14,724.66","18,405.88","15,163.30","163.16","2,106.15","228.55","599.07","322.73","107.84","130.38","153.79","75.41","50.35","376.36","143.93","244.29","420.45","829.26","374.51","244.95","37.40","137.68","195.61","186.68","177.96","105.81","374.64","145.61","143.60","1,669.55","290.46","106.63","93.67","92.74","99.04","94.92","380.00",
"10:42:05","17,007.13","14,725.42","18,407.81","15,164.93","163.29","2,106.18","228.56","599.06","322.87","107.84","130.39","153.79","75.41","50.24","376.41","143.93","244.29","420.41","829.28","374.50","245.00","37.40","137.69","195.63","186.71","177.96","105.80","374.63","145.61","143.61","1,669.72","290.46","106.63","93.67","92.74","99.19","94.92","379.96",
"10:42:10","17,014.43","14,732.75","18,405.53","15,162.88","163.10","2,105.95","228.56","599.06","322.79","107.85","130.37","153.75","75.41","50.24","376.36","143.94","244.29","420.41","829.91","374.99","244.95","37.40","137.69","195.63","186.71","177.98","105.80","374.63","145.47","143.65","1,669.55","290.46","106.63","93.67","92.74","99.19","94.92","380.05",
"10:42:15","17,014.43","14,732.49","18,406.00","15,162.52","163.10","2,105.95","228.56","598.94","322.86","107.85","130.37","153.76","75.41","50.24","376.47","143.94","244.29","420.41","829.89","374.99","244.93","37.40","137.69","195.63","186.71","177.96","105.80","374.63","145.47","143.62","1,669.78","290.46","106.63","93.67","92.74","99.12","94.92","380.05",
"10:42:20","17,013.64","14,732.11","18,405.09","15,162.83","163.23","2,105.72","228.55","598.94","322.71","107.86","130.40","153.83","75.41","50.24","376.47","143.96","244.29","420.36","829.86","374.99","244.85","37.39","137.71","195.64","186.71","177.95","105.80","374.65","145.51","143.62","1,669.44","290.46","106.63","93.67","92.74","99.12","94.92","380.05",
"10:42:25","17,015.40","14,733.33","18,407.98","15,164.50","163.16","2,105.95","228.54","598.94","322.86","107.86","130.40","153.83","75.41","50.24","376.47","143.96","244.25","420.38","829.92","374.98","245.06","37.38","137.68","195.63","186.71","177.96","105.80","374.65","145.63","143.65","1,669.87","290.46","106.63","93.67","92.74","99.12","94.92","380.06",
"10:42:30","17,015.41","14,733.34","18,407.81","15,164.30","163.23","2,107.40","228.54","598.94","322.70","107.85","130.40","153.83","75.41","50.24","376.47","143.94","244.25","420.43","829.92","374.99","245.05","37.38","137.69","195.60","186.71","177.96","105.80","374.65","145.58","143.68","1,669.87","290.46","106.63","93.67","92.74","99.12","94.92","380.06",
"10:42:35","17,015.72","14,733.88","18,408.39","15,165.82","163.29","2,107.40","228.63","598.94","322.78","107.85","130.40","153.83","75.40","50.24","376.47","143.94","244.25","420.46","829.93","374.99","245.05","37.39","137.72","195.61","186.71","177.96","105.79","374.66","145.61","143.68","1,669.67","290.46","106.63","93.67","92.74","99.12","94.92","380.04",
"10:42:40","17,018.18","14,736.24","18,408.36","15,165.61","163.10","2,107.40","228.63","598.94","322.77","107.85","130.37","153.83","75.37","50.24","376.47","143.94","244.25","420.46","830.12","375.03","244.95","37.40","137.73","195.62","186.70","177.96","106.09","374.67","145.58","143.65","1,669.71","290.46","106.63","93.75","92.74","99.12","94.92","380.35",
"10:42:45","17,020.65","14,738.85","18,408.85","15,166.87","163.29","2,107.40","228.54","598.94","322.76","107.85","130.37","153.83","75.37","50.24","376.65","143.96","244.25","420.49","830.30","375.02","245.16","37.40","137.98","195.61","186.77","177.94","106.09","374.64","145.65","143.65","1,669.55","290.46","106.63","93.75","92.74","99.19","94.92","380.34",
"10:42:50","17,020.28","14,737.95","18,410.53","15,166.97","163.29","2,107.40","228.54","598.94","322.81","107.85","130.36","153.78","75.39","50.24","376.65","143.97","244.25","420.49","830.23","375.03","245.20","37.40","137.71","195.62","186.77","177.94","106.09","374.60","145.65","143.66","1,670.02","290.46","106.63","93.75","92.74","99.19","94.92","380.34",
"10:42:55","17,019.77","14,737.48","18,409.82","15,166.21","163.16","2,107.36","228.54","598.94","322.79","107.85","130.37","153.79","75.40","50.24","376.54","143.95","244.25","420.41","830.21","375.04","245.13","37.40","137.70","195.63","186.77","177.96","106.09","374.60","145.65","143.66","1,669.99","290.46","106.63","93.75","92.74","99.19","94.92","380.35",
"10:43:00","17,019.17","14,737.21","18,408.63","15,165.96","163.10","2,107.36","228.71","598.93","322.77","107.77","130.37","153.78","75.39","50.24","376.54","143.95","244.25","420.41","830.19","375.04","245.08","37.40","137.69","195.65","186.77","177.96","106.09","374.59","145.58","143.66","1,669.71","290.46","106.63","93.67","92.74","99.14","94.92","380.35",
"10:43:05","17,018.67","14,737.23","18,407.69","15,166.63","163.29","2,107.42","228.71","598.82","322.65","107.76","130.38","153.78","75.41","50.24","376.54","143.97","244.25","420.43","830.18","375.03","245.13","37.40","137.70","195.59","186.77","177.96","106.09","374.59","145.60","143.68","1,669.27","290.46","106.63","93.80","92.74","99.14","94.92","380.35",
"10:43:10","17,018.85","14,737.19","18,408.56","15,166.92","163.23","2,107.42","228.71","598.82","322.65","107.74","130.39","153.82","75.40","50.24","376.54","143.95","244.25","420.44","830.17","375.03","245.01","37.40","137.74","195.65","186.84","177.96","106.09","374.62","145.75","143.66","1,669.45","290.14","106.64","93.80","92.74","99.07","94.92","380.36",
"10:43:15","17,017.84","14,735.90","18,409.60","15,167.10","163.23","2,105.98","228.71","598.82","322.73","107.76","130.38","153.82","75.39","50.24","376.59","143.95","244.25","420.44","830.06","375.03","245.11","37.40","137.76","195.66","186.84","177.96","105.78","374.62","145.72","143.70","1,669.71","290.15","106.64","93.80","92.74","99.17","94.92","380.42",
"10:43:20","17,017.76","14,735.74","18,408.46","15,165.41","163.16","2,105.98","228.63","598.82","322.80","107.76","130.40","153.84","75.40","50.24","376.59","143.95","244.25","420.44","830.09","375.01","245.04","37.40","138.01","195.61","186.85","177.96","105.80","374.67","145.63","143.66","1,669.79","290.15","106.64","93.80","92.74","99.17","94.92","380.30",
"10:43:25","17,019.15","14,737.36","18,409.38","15,167.45","163.29","2,107.42","228.63","598.82","322.79","107.74","130.40","153.84","75.40","50.24","376.59","143.96","244.25","420.47","830.17","375.02","245.16","37.40","138.04","195.67","186.70","177.96","105.79","374.66","145.72","143.67","1,669.56","290.15","106.64","93.80","92.74","99.17","94.92","380.30",
"10:43:30","17,021.48","14,738.96","18,411.50","15,167.54","163.23","2,107.42","228.63","598.82","322.79","107.82","130.38","153.80","75.40","50.24","376.59","143.96","244.25","420.47","830.29","375.01","245.14","37.40","137.97","195.69","186.56","177.96","106.11","374.66","145.75","143.66","1,670.16","290.15","106.64","93.72","92.74","99.17","94.92","380.30",
"10:43:35","17,019.32","14,738.13","18,407.34","15,167.16","163.10","2,107.05","228.72","598.82","322.72","107.82","130.39","153.80","75.41","50.24","376.23","143.96","244.25","420.57","830.24","375.00","245.14","37.40","137.94","195.57","186.70","178.21","106.11","374.66","145.71","143.66","1,669.04","290.15","106.64","93.80","92.74","99.16","94.92","380.29",
"10:43:40","17,021.37","14,738.52","18,411.81","15,166.72","163.16","2,107.16","228.64","599.06","322.87","107.82","130.39","153.79","75.41","50.24","376.23","143.82","244.29","420.57","830.28","375.00","245.24","37.38","137.93","195.57","186.56","178.21","106.14","374.66","145.71","143.66","1,670.45","290.15","106.64","93.80","92.74","99.16","94.92","380.33",
"10:43:45","17,019.96","14,737.40","18,410.42","15,166.02","163.10","2,107.16","228.64","599.06","322.64","107.82","130.41","153.85","75.41","50.34","376.23","143.94","244.29","420.57","830.20","375.02","245.27","37.38","137.70","195.54","186.56","178.21","106.14","374.64","145.62","143.70","1,670.21","290.15","106.64","93.72","92.74","99.16","94.92","380.33",
"10:43:50","17,020.12","14,737.90","18,409.26","15,165.87","163.29","2,107.16","228.54","599.02","322.66","107.84","130.42","153.85","75.42","50.34","376.23","143.94","244.29","420.47","830.25","375.04","245.25","37.40","137.69","195.56","186.63","178.21","106.14","374.65","145.62","143.73","1,669.91","290.15","106.64","93.72","92.74","99.18","94.92","380.32",
"10:43:55","17,020.26","14,738.49","18,407.29","15,165.11","163.29","2,107.10","228.55","598.78","322.74","107.82","130.44","153.86","75.44","50.34","376.23","143.82","244.29","420.47","830.31","375.08","245.25","37.39","137.70","195.58","186.63","178.21","106.14","374.65","145.64","143.73","1,669.52","290.15","106.64","93.72","92.74","99.16","94.92","380.30",
"10:44:00","17,018.42","14,737.16","18,406.54","15,165.91","163.16","2,106.77","228.56","598.78","322.74","107.81","130.42","153.82","75.44","50.34","376.12","143.94","244.29","420.47","830.19","375.00","245.17","37.41","137.68","195.58","186.85","178.19","106.14","374.64","145.71","143.70","1,669.11","290.15","106.64","93.72","92.74","99.16","94.92","380.30",
"10:44:05","17,019.75","14,738.05","18,407.76","15,165.86","163.16","2,106.77","228.55","598.78","322.65","107.81","130.43","153.80","75.46","50.34","376.41","143.94","244.29","420.48","830.26","375.01","245.28","37.43","137.70","195.56","186.86","178.19","106.14","374.63","145.70","143.73","1,669.48","290.15","106.64","93.68","92.74","99.18","94.92","380.30",
"10:44:10","17,019.00","14,737.67","18,405.46","15,164.40","163.16","2,107.06","228.55","598.78","322.60","107.82","130.45","153.84","75.46","50.34","376.41","143.96","244.29","420.56","830.26","375.03","245.22","37.43","137.70","195.55","186.86","178.20","106.14","374.63","145.56","143.73","1,669.16","290.15","106.64","93.68","92.74","99.12","94.92","380.30",
"10:44:15","17,020.42","14,738.76","18,406.95","15,165.09","163.16","2,107.06","228.55","598.78","322.70","107.82","130.44","153.84","75.45","50.34","376.30","143.96","244.29","420.53","830.33","375.05","245.36","37.43","137.71","195.55","186.71","178.29","106.14","374.63","145.55","143.73","1,669.43","290.47","106.64","93.68","92.74","99.12","94.92","380.31",
"10:44:20","17,018.72","14,737.14","18,406.97","15,165.27","163.16","2,107.06","228.55","598.77","322.71","107.90","130.41","153.76","75.45","50.34","376.30","143.98","244.25","420.48","830.20","374.98","245.20","37.42","137.71","195.60","186.71","178.29","106.14","374.63","145.57","143.73","1,669.39","290.47","106.64","93.68","92.74","99.12","94.92","380.31",
"10:44:25","17,021.63","14,739.99","18,405.88","15,163.96","163.10","2,107.06","228.55","598.77","322.71","107.82","130.41","153.76","75.45","50.34","376.12","143.98","244.25","420.52","830.45","375.04","245.37","37.42","137.97","195.61","186.71","178.29","106.14","374.63","145.57","143.76","1,669.39","290.47","106.52","93.68","92.74","99.12","94.92","380.37",
"10:44:30","17,021.54","14,739.34","18,409.23","15,166.00","163.10","2,107.06","228.55","598.77","322.85","107.83","130.42","153.76","75.46","50.34","376.12","143.98","244.25","420.52","830.36","375.01","245.19","37.42","137.97","195.66","186.71","178.29","106.14","374.64","145.70","143.83","1,669.87","290.47","106.52","93.68","92.74","99.12","94.92","380.37",
"10:44:35","17,020.38","14,737.79","18,410.26","15,165.74","163.10","2,107.00","228.55","598.77","323.03","107.83","130.42","153.76","75.47","50.34","376.30","143.98","244.25","420.52","830.24","375.01","245.32","37.42","137.98","195.65","186.79","178.29","105.82","374.62","145.61","143.81","1,670.23","290.47","106.52","93.68","92.74","99.12","94.92","380.37",
"10:44:40","17,023.24","14,740.94","18,409.19","15,165.74","163.16","2,107.00","228.55","598.77","323.03","107.75","130.43","153.79","75.46","50.34","376.30","143.99","244.25","420.52","830.49","375.03","245.37","37.42","137.98","195.70","186.80","178.29","106.14","374.61","145.60","143.81","1,669.92","290.47","106.52","93.76","92.74","99.12","94.92","380.35",
"10:44:45","17,023.89","14,741.78","18,409.80","15,167.15","163.29","2,107.00","228.55","598.74","323.12","107.76","130.43","153.78","75.46","50.34","376.54","143.99","244.25","420.49","830.53","375.04","245.44","37.42","137.98","195.71","186.73","178.27","106.14","374.61","145.63","143.81","1,669.76","290.40","106.52","93.76","92.74","99.19","94.92","380.35",
"10:44:50","17,024.07","14,742.03","18,408.78","15,166.22","163.16","2,107.00","228.55","598.74","323.13","107.74","130.42","153.79","75.45","50.34","376.30","143.98","244.25","420.49","830.57","375.05","245.54","37.38","137.96","195.72","186.66","178.27","106.17","374.61","145.62","143.81","1,669.69","290.40","106.52","93.76","92.74","99.17","94.92","380.35",
"10:44:55","17,024.29","14,742.06","18,409.59","15,166.51","163.10","2,107.02","228.55","598.74","323.06","107.76","130.43","153.80","75.46","50.34","376.30","143.98","244.25","420.66","830.56","375.08","245.40","37.40","137.96","195.72","186.79","178.27","106.17","374.61","145.63","143.85","1,669.85","290.40","106.52","93.76","92.74","99.17","94.92","380.36",
"10:45:00","17,023.73","14,740.46","18,412.79","15,166.59","163.23","2,106.79","228.56","598.73","323.06","107.74","130.44","153.80","75.47","50.34","376.30","143.98","244.25","420.61","830.43","375.03","245.49","37.39","137.72","195.71","186.79","178.27","106.17","374.61","145.62","143.85","1,670.76","290.40","106.52","93.76","92.74","99.17","94.92","380.36",
"10:45:05","17,024.56","14,742.21","18,411.77","15,168.72","163.10","2,106.79","228.67","598.73","323.06","107.74","130.44","153.80","75.47","50.34","376.30","143.98","244.25","420.66","830.53","375.08","245.59","37.38","137.73","195.69","186.79","178.29","106.17","374.57","145.62","143.85","1,669.95","290.40","106.64","93.76","92.74","99.26","94.92","380.31",
"10:45:10","17,023.57","14,741.32","18,411.14","15,168.26","163.10","2,107.02","228.67","598.73","323.06","107.90","130.44","153.80","75.47","50.34","376.30","143.85","244.25","420.70","830.47","375.05","245.54","37.39","137.71","195.66","186.79","178.29","106.17","374.53","145.72","143.84","1,669.88","290.42","106.52","93.68","92.74","99.26","94.92","380.31",
"10:45:15","17,023.52","14,741.44","18,411.41","15,169.19","163.10","2,107.02","228.67","598.73","323.04","107.90","130.44","153.79","75.47","50.34","376.30","143.98","244.25","420.62","830.45","375.03","245.53","37.41","137.73","195.68","186.80","178.29","106.15","374.53","145.74","143.85","1,669.73","290.42","106.52","93.68","92.74","99.26","94.92","380.36",
"10:45:20","17,023.86","14,741.79","18,411.13","15,168.89","163.28","2,107.02","228.67","598.73","323.05","107.90","130.45","153.83","75.47","50.34","376.30","143.98","244.25","420.62","830.49","375.10","245.49","37.41","137.72","195.62","186.80","178.30","106.15","374.53","145.64","143.85","1,669.72","290.42","106.52","93.68","92.74","99.26","94.92","380.36",
"10:45:25","17,024.58","14,742.30","18,411.58","15,168.75","163.22","2,106.85","228.56","598.73","323.22","107.74","130.43","153.83","75.44","50.34","376.30","143.98","244.25","420.64","830.53","375.09","245.59","37.41","137.72","195.64","186.80","178.30","106.15","374.53","145.74","143.84","1,669.89","290.42","106.52","93.68","92.74","99.26","94.92","380.36",
"10:45:30","17,024.54","14,742.40","18,409.73","15,167.01","163.09","2,108.46","228.56","598.73","323.13","107.74","130.44","153.83","75.46","50.34","376.30","143.85","244.25","420.57","830.58","375.13","245.54","37.41","137.72","195.69","186.81","178.30","106.15","374.53","145.72","143.81","1,669.77","290.10","106.52","93.68","92.74","99.26","94.93","380.36",
"10:45:35","17,025.20","14,743.13","18,409.97","15,167.62","163.09","2,108.16","228.56","598.73","323.04","107.74","130.44","153.83","75.46","50.34","376.30","143.85","244.25","420.61","830.62","375.13","245.62","37.44","137.73","195.64","186.81","178.06","106.16","374.57","145.70","143.81","1,669.69","290.10","106.64","93.68","92.74","99.26","94.93","380.36",
"10:45:40","17,026.90","14,743.65","18,415.62","15,170.28","163.16","2,108.16","228.65","598.73","323.05","107.74","130.44","153.83","75.46","50.34","376.30","143.98","244.25","420.61","830.60","375.10","245.42","37.45","137.99","195.63","186.81","178.08","106.16","374.57","145.72","143.81","1,670.69","290.42","106.64","93.68","92.74","99.26","94.93","380.36",
"10:45:45","17,026.03","14,743.42","18,412.27","15,168.50","163.28","2,108.16","228.65","598.90","322.98","107.74","130.47","153.83","75.49","50.34","376.12","143.87","244.25","420.61","830.63","375.09","245.44","37.46","138.00","195.67","186.81","178.08","106.16","374.57","145.61","143.77","1,670.15","290.42","106.64","93.68","92.74","99.24","94.93","380.32",
"10:45:50","17,025.18","14,742.97","18,412.48","15,170.10","163.28","2,108.04","228.65","598.73","322.96","107.75","130.48","153.87","75.48","50.34","376.12","143.99","244.25","420.65","830.55","375.14","245.56","37.45","138.01","195.68","186.81","178.08","105.82","374.57","145.73","143.77","1,669.82","290.10","106.64","93.68","92.74","99.24","94.93","380.39",
"10:45:55","17,026.81","14,744.86","18,411.10","15,169.54","163.23","2,108.21","228.56","598.73","322.99","107.75","130.50","153.88","75.50","50.34","376.12","143.99","244.25","420.65","830.72","375.14","245.57","37.45","138.01","195.64","186.81","178.06","106.14","374.58","145.73","143.75","1,669.55","290.10","106.64","93.68","92.74","99.24","94.93","380.39",
"10:46:00","17,025.07","14,742.61","18,412.47","15,169.19","163.30","2,108.21","228.56","598.73","323.06","107.74","130.48","153.88","75.48","50.34","376.06","143.87","244.25","420.65","830.55","375.13","245.58","37.45","137.99","195.67","186.81","178.08","105.83","374.58","145.76","143.75","1,670.04","290.10","106.64","93.68","92.74","99.24","94.93","380.39",
"10:46:05","17,023.24","14,741.03","18,409.65","15,166.58","163.17","2,108.21","228.56","598.84","322.99","107.75","130.46","153.88","75.45","50.34","376.06","144.00","244.25","420.65","830.48","375.11","245.53","37.45","137.98","195.64","186.81","178.08","105.83","374.58","145.63","143.75","1,669.85","290.10","106.51","93.68","92.74","99.17","94.93","380.39",
"10:46:10","17,024.32","14,742.09","18,410.62","15,167.75","163.17","2,108.21","228.65","598.84","323.03","107.76","130.47","153.89","75.46","50.34","376.24","144.00","244.25","420.68","830.54","375.11","245.49","37.45","137.72","195.65","186.81","178.08","106.14","374.62","145.63","143.75","1,669.85","290.10","106.51","93.68","92.74","99.17","94.93","380.39",
"10:46:15","17,023.56","14,741.58","18,408.38","15,165.92","163.11","2,108.27","228.56","598.84","323.03","107.76","130.47","153.88","75.46","50.24","376.06","143.87","244.25","420.72","830.54","375.11","245.46","37.45","137.73","195.66","186.81","178.30","106.14","374.66","145.64","143.75","1,669.64","290.10","106.51","93.68","92.74","99.17","94.93","380.37",
"10:46:20","17,016.77","14,734.70","18,410.59","15,167.70","163.17","2,108.27","228.56","598.84","323.17","107.76","130.46","153.84","75.47","50.24","375.88","143.87","244.25","420.65","829.95","374.64","245.54","37.46","137.74","195.61","186.81","178.33","106.15","374.67","145.67","143.75","1,669.86","290.10","106.63","93.68","92.74","99.17","94.93","380.37",
"10:46:25","17,025.56","14,743.54","18,408.22","15,165.73","163.17","2,108.31","228.55","598.84","322.92","107.76","130.47","153.86","75.47","50.24","375.88","143.87","244.25","420.65","830.70","375.14","245.74","37.46","137.73","195.62","186.81","178.08","106.15","374.66","145.57","143.74","1,669.64","290.08","106.63","93.68","92.74","99.17","94.93","380.37",
"10:46:30","17,025.24","14,743.47","18,407.96","15,166.27","163.17","2,108.27","228.55","598.76","322.94","107.76","130.47","153.86","75.47","50.24","375.88","143.87","244.25","420.65","830.68","375.14","245.64","37.46","137.75","195.66","186.81","178.08","106.17","374.61","145.63","143.74","1,669.44","290.08","106.63","93.68","92.74","99.17","94.93","380.39",
"10:46:35","17,025.31","14,742.81","18,409.85","15,165.92","163.17","2,108.28","228.55","598.78","323.02","107.76","130.46","153.86","75.47","50.24","375.70","143.87","244.25","420.60","830.63","375.12","245.52","37.47","137.75","195.68","186.88","178.45","106.17","374.61","145.60","143.75","1,670.07","290.08","106.63","93.68","92.74","99.17","94.93","380.36",
"10:46:40","17,025.44","14,743.26","18,409.19","15,166.30","163.17","2,108.21","228.64","598.78","323.10","107.84","130.44","153.82","75.46","50.24","375.85","143.75","244.25","420.58","830.66","375.14","245.55","37.47","137.75","195.66","186.73","178.69","106.17","374.60","145.63","143.73","1,669.79","290.08","106.64","93.68","92.74","99.17","94.93","380.30",
"10:46:45","17,018.90","14,736.55","18,411.13","15,167.52","163.17","2,108.28","228.64","598.78","323.16","107.85","130.45","153.85","75.46","50.24","375.85","143.75","244.25","420.58","830.10","374.65","245.54","37.47","138.00","195.63","186.81","178.69","106.17","374.59","145.69","143.70","1,670.06","290.08","106.64","93.60","92.74","99.24","94.93","380.30",
